,ICD9,tensor
800,41031,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
801,41032,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
802,41040,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
803,41041,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
804,41042,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
805,41050,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
806,41051,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
807,41052,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
808,41060,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
809,41061,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
810,41062,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
811,41070,"-0.10792883485555649,-0.10042376816272736,-0.08566365391016006,-0.08464384824037552,-0.024818558245897293,0.06562775373458862,0.018390009179711342,0.053149111568927765,0.11962776631116867,0.13220348954200745,0.03142374008893967,0.06621343642473221,0.06377194821834564,-0.06273343414068222,0.015187290497124195,-0.09051085263490677,0.030310744419693947,0.10266704857349396,-0.05953676253557205,-0.04381386563181877,-0.10060855001211166,0.019266635179519653,-0.12018124014139175,0.08975618332624435,0.021215934306383133,-0.10003070533275604,-0.09704915434122086,-0.139657661318779,0.10842583328485489,0.06780903786420822,0.12092747539281845,-0.056897424161434174,-0.11292297393083572,0.07225660979747772,0.09779805690050125,0.07208900153636932,-0.09454534202814102,0.08650997281074524,0.12501002848148346,-0.10339487344026566,-0.011538892984390259,0.11102531850337982,-0.12360864132642746,0.12976160645484924,-0.044151078909635544,-0.11734046787023544,0.07824990898370743,0.025314675644040108,0.11028929054737091,0.11923689395189285,-0.08122028410434723,-0.03629741072654724,-0.09628879278898239,0.01768656075000763,0.020463738590478897,0.020401127636432648,0.059425994753837585,0.09700710326433182,-0.01587316207587719,0.08682509511709213,0.08650925755500793,-0.13749366998672485,-0.12382923066616058,-0.022648939862847328"
